gh_bench,gh_col,gh_row,Tag,treatment,leaf_length,true_leaves,new _code_needed? ,INTRA,MAPLE,,,Helper/date
5,2,4,e|KVEDG1-8-60|Q|i29,gm,13,3,,102,,,,May 17 1906
5,2,4,a|SMITH1-3-80|Q|i89,gm,12,2,,102,,,,May 17 1907
5,3,4,d|SMITH1-3-80|N|i79,gm,16,3,,101,,,,May 17 1908
5,3,4,d|KVEDG1-8-60|Q|i17,gm,10,2,,101,,,,May 17 1909
5,1,5,e|MSMID1-1-20|Q|380,gm,13,2,y,111,,,,May 17 1910
5,1,5,a|SMITH1-3-80|Q|i88,gm,9,2,y,111,,,,May 17 1911
5,2,5,a|SMITH1-3-80|N|i61,a,14,3,,,,,,May 17 1912
5,3,5,e|SMITH1-3-80|N|i84,gm,17,3,y,103,,,,May 17 1913
5,3,5,d|KVEDG1-8-60|Q|i16,gm,13,3,y,103,,,,May 17 1914
5,1,6,a|SMITH1-3-80|Q|i91,gm,11,3,,105,,,,May 17 1915
5,1,6,c|KVEDG1-8-60|Q|i13,gm,14,2,,105,,,,May 17 1916
5,2,6,c|SMITH1-3-80|N|i70,a,18,3,,,,,,May 17 1917
5,3,6,c|KVEDG1-8-60|Q|i11,m,11,2,,,45,97,2,May 17 1918
5,1,7,b|MSMID1-2-0|Q|i400,a,15,2,y,,,,,May 17 1919
5,2,7,c|MSMID1-2-0|Q|i51,m,0,0,,,27,81,2,May 17 1920
5,3,7,b|KVEDG1-8-60|Q|i3,m,9,3,,,35,81,4,May 17 1921
5,1,8,c|SMITH1-3-80|N|i172,m,13,3,y,,41,115,2,May 17 1922
5,2,8,c|KVEDG1-8-60|Q|i12,m,6,2,y,,43,100,2,May 17 1923
5,3,8,e|KVEDG1-8-60|Q|i25,gm,12,2,,97,,,,May 17 1924
5,3,8,b|SMITH1-3-80|Q|i95,gm,8,3,,97,,,,May 17 1925
5,1,9,e|SMITH1-3-80|N|i81,gm,10,2,,107,,,,May 17 1926
5,1,9,a|MSMID1-2-0|Q|i37,gm,18,3,,107,,,,May 17 1927
5,2,9,d|SMITH1-3-80|N|i75,m,16,2,,,41,117,2,May 17 1928
5,3,9,a|MSMID1-2-0|Q|i32,a,11,2,y,,,,,May 17 1929
5,1,10,e|SMITH1-3-80|N|i97,m,15,3,y,,49,129,2,May 17 1930
5,2,10,b|SMITH1-3-80|N|i65,a,16,3,,,,,,May 17 1931
5,3,10,b|SMITH1-3-80|N|i67,m,11,3,,,37,81,2,May 17 1932
5,1,11,b|SMITH1-3-80|N|i66,m,13,3,,,36,80,2,May 17 1933
5,2,11,d|KVEDG1-8-60|Q|i20,a,14,3,y,,,,,May 17 1934
5,3,11,a|KVEDG1-8-60|Q|i1,a,13,3,,,,,,May 17 1935
5,1,12,b|MSMID1-2-0|Q|i40,a,12,2,y,,,,,May 17 1936
5,2,12,b|EFCC2-4-80|Q|144,m,10,3,y,,36,130,2,May 17 1937
5,3,12,d|MSMID1-2-0|Q|i56,a,13,2,y,,,,,May 17 1938
5,1,13,12d|KVEDG1-8-60|Q|i21,a,13,3,,,,,,May 17 1939
5,2,13,?|KVEDG1-8-60|Q|i712,m,11,3,y,,41,71,2,May 17 1940
5,3,13,b|KVEDG1-8-60|Q|i8,m,8,2,y,,25,85,2,May 17 1941
5,4,1,c|SMITH1-3-80|N|i101,a,12,3,y,,,,,May 17 1942
5,5,1,a|MSMID1-2-0|Q|i34,gm,13,3,,104,,,,May 17 1943
5,5,1,e|SMITH1-3-80|N|i83,gm,12,4,,104,,,,May 17 1944
5,6,1,b|MSMID1-2-0|Q|i42,gm,15,2,,114,,,,May 17 1945
5,6,1,e|KVEDG1-8-60|Q|i24,gm,15,3,y,114,,,,May 17 1946
5,4,2,d|KVEDG1-8-60|Q|i19,gm,11,3,,98,,,,May 17 1947
5,4,2,d|SMITH1-3-80|N|i78,gm,9,3,,98,,,,May 17 1948
5,5,2,d|SMITH1-3-80|N|i76,m,11,3,y,,40,93,2,May 17 1949
5,6,2,a|SMITH1-3-80|N|i60,a,10,3,y,,,,,May 17 1950
5,4,3,e|SMITH1-3-80|N|i93,m,14,3,y,,29,88,2,May 17 1951
5,5,3,e|SMITH1-3-80|N|i98,a,14,3,y,,,,,May 17 1952
5,6,3,?|SMITH1-3-80|N|i68,a,12,3,y,,,,,May 17 1953
5,4,4,d|SMITH1-3-80|N|i74,a,12,3,,,,,,May 17 1954
5,5,4,e|SMITH1-3-80|N|i82,gm,14,3,,108,,,,May 17 1955
5,5,4,a|MSMID1-2-0|Q|i38,gm,10,2,,108,,,,May 17 1956
5,6,4,a|SMITH1-3-80|Q|i86,gm,11,2,,110,,,,May 17 1957
5,6,4,e|MSMID1-1-20|Q|376,gm,15,2,y,110,,,,May 17 1958
5,4,5,c|SMITH1-3-80|Q|i105,m,12,3,y,,29,85,2,May 17 1959
5,5,5,b|SMITH1-3-80|Q|i94,gm,11,2,,100,,,,May 17 1960
5,5,5,e|KVEDG1-8-60|Q|i26,gm,13,3,,100,,,,May 17 1961
5,6,5,b|SMITH1-3-80|N|i63,m,13,3,,,23,85,2,May 17 1962
5,4,6,b|SMITH1-3-80|N|i64,m,12,3,y,,33,90,2,May 17 1963
5,5,6,b|KVEDG1-8-60|Q|i5,a,12,3,,,,,,May 17 1964
5,6,6,a|MSMID1-2-0|Q|i35,gm,15,2,,106,,,,May 17 1965
5,6,6,e|SMITH1-3-80|N|i80,gm,13,2,y,106,,,,May 17 1966
5,4,7,b|KVEDG1-8-60|Q|i2,a,12,3,,,,,,May 17 1967
5,5,7,b|KVEDG1-8-60|Q|i7,m,11,3,,,26,86,2,May 17 1968
5,6,7,a|SMITH1-3-80|Q|i90,gm,8,2,,109,,,,May 17 1969
5,6,7,e|MSMID1-1-20|Q|384,gm,9,2,y,109,,,,May 17 1970
5,4,8,c|KVEDG1-8-60|Q|i14,a,5,2,,,,,,May 17 1971
5,5,8,b|KVEDG1-8-60|Q|i9,a,10,2,,,,,,May 17 1972
5,6,8,e|KVEDG1-8-60|Q|i27,m,11,3,,,29,49,2,May 17 1973
5,4,9,a|MSMID1-2-0|Q|i36,a,14,2,y,,,,,May 17 1974
5,5,9,c|SMITH1-3-80|N|i71,m,15,3,,,46,95,2,May 17 1975
5,6,9,a|SMITH1-3-80|Q|i92,a,10,3,y,,,,,May 17 1976
5,4,10,c|MSMID1-2-0|Q|i49,m,0,0,,,50,125,2,May 17 1977
5,5,10,d|MSMID1-2-0|Q|i52,a,7,2,y,,,,,May 17 1978
5,6,10,d|CBMCK1-1-0|N|46,a,12,3,y,,,,,May 17 1979
5,5,11,b|KVEDG1-8-60|Q|i4,m,10,3,y,,25,131,2,May 17 1980
5,6,11,b|KVEDG1-8-60|Q|i6,m,11,2,,,13,79,2,May 17 1981
5,4,12,d|MAVBEL2-1-20|N|323,a,14,3,,,,,,May 17 1982
5,5,12,a|MSMID1-1-20|Q|367,gm,14,2,,43,,,,May 17 1983
5,5,12,c|EFCC2-4-80|Q|147,gm,12,2,,43,,,,May 17 1984
5,6,12,d|MAVELK-1-20|N|i131,a,11,3,,,,,,May 17 1985
5,4,13,d|CWRIC2-X2|Q|97,a,11,3,,,,,,May 17 1986
5,5,13,d|MBSGF1-X1|N|i136,a,8,3,y,,,,,May 17 1987
5,6,13,d|JARI1-1-80|Q|180,m,9,2,y,,34,76,2,May 17 1988
5,4,11,maple-cnt|15,mcnt,,,,,45,103,2,May 17 1989
4,2,3,maple-cnt|16,mcnt,,,,,47,105,2,May 17 1990
4,6,3,maple-cnt|22,mcnt,,,,,43,88,2,May 17 1991
4,5,7,maple-cnt|23,mcnt,,,,,36,117,2,May 17 1992
4,3,11,maple-cnt|24,mcnt,,,,,38,75,2,May 17 1993
4,2,15,maple-cnt|30,mcnt,,,,,62,90,2,May 17 1994
4,5,16,maple-cnt|31,mcnt,,,,,37,114,2,May 17 1995
4,2,18,maple-cnt|7,mcnt,,,,,27,93,2,May 17 1996
4,4,21,maple-cnt|5,mcnt,,,,,47,70,2,May 17 1997
3,3,3,maple-cnt|3,mcnt,,,,,28,104,2,May 17 1998
3,1,9,maple-cnt|20,mcnt,,,,,39,117,2,May 17 1999
3,5,10,maple-cnt|18,mcnt,,,,,33,77,2,May 17 2000
3,5,12,maple-cnt|6,mcnt,,,,,46,115,2,May 17 2001
3,1,13,maple-cnt|9,mcnt,,,,,39,100,2,May 17 2002
3,1,15,maple-cnt|8,mcnt,,,,,58,85,3,May 17 2003
3,4,16,maple-cnt|1,mcnt,,,,,37,85,2,May 17 2004
3,3,19,maple-cnt|14,mcnt,,,,,39,105,2,May 17 2005
2,6,2,maple-cnt|13,mcnt,,,,,34,55,2,May 17 2006
2,5,4,maple-cnt|4,mcnt,,,,,42,80,3,May 17 2007
2,2,8,maple-cnt|25,mcnt,,,,,35,114,2,May 17 2008
2,5,8,maple-cnt|12,mcnt,,,,,24,60,2,May 17 2009
2,3,12,maple-cnt|21,mcnt,,,,,44,75,2,May 17 2010
2,4,15,maple-cnt|2,mcnt,,,,,30,110,2,May 17 2011
2,1,17,maple-cnt|29,mcnt,,,,,41,46,2,May 17 2012
2,6,17,maple-cnt|10,mcnt,,,,,54,92,2,May 17 2013
2,3,21,maple-cnt|11,mcnt,,,,,39,145,4,May 17 2014
1,3,4,maple-cnt|27,mcnt,,,,,24,109,2,May 17 2015
1,4,7,maple-cnt|17,mcnt,,,,,49,95,2,May 17 2016
1,6,9,maple-cnt|19,mcnt,,,,,40,100,2,May 17 2017
1,3,16,maple-cnt|28,mcnt,,,,,46,117,2,May 17 2018
1,4,19,maple-cnt|26,mcnt,,,,,36,65,2,May 17 2019
4,4,1,d|BWPEM1-9-0|Q|25,gm,9,2,,7,,,,
4,4,1,d|SMAKC1-B|N|442,gm,18,3,,7,,,,
4,5,1,e|WSSWM3-1-0|Q|573,m,2,2,,,32,85,1,
4,6,1,a|KVEDG1-1-80|Q|277,m,16,3,,,24,62,2,
4,4,2,b|KVEDG1-1-80|Q|281,gm,9,2,,16,,,,
4,4,2,d|VRPET2-3-20|Q|526,gm,19,3,,16,,,,
4,5,2,c|JBCHY1-1-50|Q|233,a,11,2,,,,,,
4,6,2,d|CWRIC2-X2|Q|96,m,8,3,,,36,90,2,
4,4,3,b|JBBLB2-1-20|Q|200,m,4,2,,,41,124,2,
4,5,3,a|SMITH1-20|Q|454,a,12,2,,,,,,
4,4,4,e|JBCHY1-1-50|Q|240,gm,10,3,y,77,,,,
4,4,4,c|VSGARO1-1-0|Q|536,gm,12,2,,77,,,,
4,5,4,e|JBBLB2-1-20|Q|219,a,4,2,,,,,,
4,6,4,c|MSMID1-1-20|G381,a,12,2,a,,,,,
4,4,5,b|SMAKC1-B|N|439,m,18,3,,,31,106,2,
4,5,5,e|MSMID1-1-20|Q|602,m,14,2,y,,44,70,2,
4,6,5,b|MSMID1-1-20|Q|379,a,7,2,,,,,,
4,4,6,c|MHBUR1-4-20|Q|336,m,15,3,y,,38,82,2,
4,5,6,a|MAVELK-1-20|N|i127,a,12,3,,,,,,
4,6,6,a|DVGM-20|Q|102,gm,18,4,,30,,,,
4,6,6,d|JARI1-1-80|Q|183,gm,7,2,,30,,,,
4,4,7,c|VRPET2-3-20|Q|523,a,7,2,,,,,,
4,6,7,b|MAVBEL2-1-20|N|314,gm,9,3,,3,,,,
4,6,7,d|BWPEM1-9-0|Q|23,gm,13,2,,3,,,,
4,4,8,a|KVEDG1-1-80|Q|272,a,13,3,y,,,,,
4,5,8,b|JARI1-1-80|Q|164,gm,14,2,y,10,,,,
4,5,8,b|BWPEM1-9-0|Q|6,gm,13,2,,10,,,,
4,6,8,a|WSSWM3-1-0|Q|549,gm,16,2,,1,,,,
4,6,8,d|BWPEM1-9-0|Q|24,gm,16,2,y,1,,,,
4,4,9,a|KVEDG1-1-80|Q|273,a,10,3,,,,,,
4,5,9,d|VRPET2-3-20|Q|528,gm,15,3,y,69,,,,
4,5,9,b|CRSOSO-3-40|Q|70,gm,12,3,,69,,,,
4,6,9,c|MHBUR1-4-20|Q|339,m,9,2,y,,46,83,2,
4,4,10,e|KVEDG1-1-80|Q|302,a,6,2,,,,,,
4,5,10,b|DVGM-20|Q|111,gm,12,3,,61,,,,
4,5,10,e|CRSOSO-3-40|Q|50,gm,19,5,,61,,,,
4,6,10,c|VRPET2-3-20|Q|517,a,10,3,,,,,,
4,4,11,e|KVEDG1-1-80|Q|300,a,7,2,y,,,,,
4,5,11,e|KVEDG1-1-80|Q|299,a,9,2,,,,,,
4,6,11,c|DSGAR1-3-60|V|i119,a,9,3,,,,,,
4,4,12,e|MAVELK-1-20|N|i130,a,9,2,y,,,,,
4,5,12,b|CRSOSO-3-40|Q|71,gm,11,3,,86,,,,
4,5,12,e|CWRIC2-X2|Q|101,gm,12,3,,86,,,,
4,6,12,e|JARI1-1-80|Q|186,a,6,2,,,,,,
4,4,13,c|MHNAT1-2-0|Q|360,a,16,2,y,,,,,
4,5,13,d|CRSOSO-3-40|Q|67,m,11,3,,,35,73,3,
4,6,13,e|KVEDG1-1-80|Q|303,a,0,0,,,,,,
4,4,14,b|EFCC2-4-80|Q|138,gm,10,2,,45,,,,
4,4,14,e|JBBLB2-1-20|Q|217,gm,18,2,,45,,,,
4,5,14,b|VRCAN-1-40|Q|485,a,9,2,,,,,,
4,6,14,b|MHBUR1-4-20|Q|345,a,7,2,,,,,,
4,4,15,e|RULEB1-20|N|429,m,9,4,,,26,83,2,
4,5,15,c|CWRIC2-X2|Q|91,gm,13,2,,89,,,,
4,5,15,c|JBBLB2-1-20|Q|210,gm,19,2,,89,,,,
4,6,15,e|CRSOSO-3-40|Q|53,gm,15,3,,19,,,,
4,6,15,c|KVEDG1-1-80|Q|292,gm,16,2,y,19,,,,
4,4,16,c|CBMCK1-2-80|N|i111,a,13,3,,,,,,
4,6,16,b|KVEDG1-1-80|Q|279,gm,19,3,,13,,,,
4,6,16,e|DVGM-20|Q|127,gm,15,4,,13,,,,
4,4,17,e|KVEDG1-1-80|Q|301,a,12,2,,,,,,
4,5,17,c|PDVRT1-20|Q|414,a,12,4,,,,,,
4,6,17,a|KVEDG1-1-80|Q|275,a,11,3,,,,,,
4,4,18,a|BWPEM1-9-0|Q|1,a,13,3,,,,,,
4,5,18,c|JBBLB2-1-20|Q|207,gm,14,3,,63,,,,
4,5,18,a|PDVRT1-20|Q|403,gm,14,3,,63,,,,
4,6,18,d|MSMID1-1-20|Q|388,m,4,2,,,41,106,4,
4,4,19,c|JWBOY-2-80|Q|253,a,14,3,,,,,,
4,5,19,c|MSMID1-1-20|Q|387,m,11,2,,,41,100,2,
4,6,19,d|MSMID1-1-20|Q|395,m,11,2,,,39,107,2,
4,4,20,b|JBCHY1-1-50|Q|226,gm,9,2,,74,,,,
4,4,20,c|CWRIC2-X2|Q|94,gm,10,2,,74,,,,
4,5,20,d|JBBLB2-1-20|Q|214,gm,9,2,,90,,,,
4,5,20,a|MSMID1-1-20|Q|375,gm,9,2,y,90,,,,
4,6,20,b|VRCAN-1-40|Q|486,m,3,2,,,31,81,2,
4,5,21,c|PDVRT1-20|Q|410,a,19,3,,,,,,
4,6,21,b|WSSWM3-1-0|?|?,m,0,0,y,,41,81,2,
4,4,22,b|JBCHY1-1-50|Q|242,m,16,3,y,,32,116,3,
4,5,22,d|JBCHY1-1-50|Q|273,gm,16,3,y,56,,,,
4,5,22,a|DVGM-20|Q|107,gm,12,3,,56,,,,
4,6,22,e|VRCAN-1-40|Q|504,a,14,3,y,,,,,
4,1,1,b|WSSWM3-3-80|V|i161,a,11,3,,,,,,
4,2,1,a|SMAKC1-B|N|432,m,13,3,y,,25,56,2,
4,3,1,d|VSGARO1-1-0|Q|543,a,6,2,,,,,,
4,1,2,b|MHNAT1-2-0|Q|357,a,9,2,,,,,,
4,2,2,b|SMAKC1-B|N|437,m,14,3,,,26,84,2,
4,3,2,d|KVEDG1-1-80|Q|296,m,8,2,y,,29,72,2,
4,1,3,e|JBBLB2-1-20|Q|216,gm,17,3,y,40,,,,
4,1,3,b|MAVBEL2-1-20|N|313,gm,9,3,,40,,,,
4,3,3,c|CWRIC2-X2|Q|90,gm,14,2,,57,,,,
4,3,3,a|DVGM-20|Q|110,gm,14,5,,57,,,,
4,1,4,d|WSSWM3-1-0|Q|570,gm,21,3,,31,,,,
4,1,4,d|JARI1-1-80|Q|181,gm,12,2,,31,,,,
4,2,4,e|JARI1-1-80|Q|185,m,2,2,,,35,96,4,
4,3,4,c|SMITH1-1-0|Q|i156,a,10,2,y,,,,,
4,1,5,b|SMITH1-20|Q|460,a,16,3,y,,,,,
4,2,5,a|NSLJU1-4-0|V|i138,a,17,3,,,,,,
4,3,5,b|WSSWM3-1-0|Q|561,gm,6,2,,52,,,,
4,3,5,b|MHBUR1-4-20|Q|342,gm,17,2,,52,,,,
4,1,6,c|CBMCK1-1-0|N|43,a,17,3,,,,,,
4,2,6,d|LGESC1-3-60|V|i124,a,10,3,y,,,,,
4,3,6,e|WSSWM3-1-0|Q|571,gm,10,2,,53,,,,
4,3,6,d|JBBLB2-1-20|Q|211,gm,3,2,,53,,,,
4,1,7,b|MHNAT1-2-0|Q|359,m,11,2,,,44,81,2,
4,2,7,c|EFCC2-4-80|Q|152,m,7,2,y,,42,66,2,
4,3,7,c|KVEDG1-1-80|Q|285,m,14,2,,,46,83,2,
4,1,8,a|JBBLB2-1-20|Q|198,m,11,2,,,47,92,4,
4,2,8,c|CBMCK1-1-0|N|41,gm,16,3,,44,,,,
4,2,8,c|EFCC2-4-80|Q|150,gm,0,0,,44,,,,
4,3,8,b|RULEB1-20|N|424,a,8,4,y,,,,,
4,1,9,a|MSMID1-1-20|Q|366,gm,18,2,,6,,,,
4,1,9,d|BWPEM1-9-0|Q|18,gm,8,2,,6,,,,
4,2,9,c|VRPET2-3-20|Q|521,m,11,3,,,37,116,2,
4,3,9,b|VRPET2-3-20|Q|510,m,16,3,,,35,129,3,
4,1,10,e|JBCHY1-1-50|Q|241,a,14,3,,,,,,
4,2,10,c|EFCC2-4-80|Q|151,gm,10,2,,41,,,,
4,2,10,b|VRPET2-3-20|Q|513,gm,3,2,,41,,,,
4,3,10,c|EFCC2-4-80|Q|146,gm,13,2,,42,,,,
4,3,10,a|PDVRT1-20|Q|401,gm,12,2,,42,,,,
4,1,11,e|RULEB1-20|N|428,m,16,4,y,,39,80,2,
4,2,11,d|CRSOSO-3-40|Q|68,a,11,3,y,,,,,
4,1,12,e|PDVRT1-20|Q|420,a,16,3,y,,,,,
4,2,12,d|CBMCK1-3-60|N|i117,a,13,3,,,,,,
4,3,12,e|DVGM-20|Q|128,gm,19,3,y,11,,,,
4,3,12,b|BWPEM1-9-0|Q|8,gm,4,2,y,11,,,,
4,1,13,e|DVGM-20|Q|129,a,12,4,,,,,,
4,2,13,a|SMITH1-20|Q|452,a,12,2,y,,,,,
4,3,13,b|CRSOSO-3-40|Q|69,gm,20,2,,33,,,,
4,3,13,c|MAVBEL2-1-20|N|318,gm,12,3,,33,,,,
4,1,14,e|SMITH1-1-0|Q|i158,a,9,3,,,,,,
4,2,14,e|JBCHY1-1-50|?,m,7,3,y,,53,104,2,