Genotype,GM_Leaf_Number,GM_Leaf_Len,GM_Leaf_Wid,ThripsDam,WhiteFungDam,BlackPathDam
d§VSGARO1-1-0§Q§540,leaf-2,length-47,width-50.png,0,0,0
e§JWBOY-2-80§Q§270,leaf-1,length-55,width-43.png,0,0,1
c§SEBRN-1-20§N§i148,leaf-2,length-65,width-67.png,0,0,0
b§WSSWM3-1-0§Q§557,leaf-2,length-68,width-68.png,0,1,1
a§KVEDG1-1-80§Q§276,leaf-2,length-69,width-71.png,5,0,1
a§MAVBEL2-1-20§N§308,leaf-2,length-71,width-80.png,1,0,0
b§DVGM-20§Q§111,leaf-1,length-40,width-35.png,0,0,1
d§EFCC2-4-80§Q§153,leaf-1,length-58,width-54.png,1,0,1
d§BWPEM1-9-0§Q§26,leaf-2,length-69,width-73.png,0,0,0
b§CRSOSO-3-40§Q§72,leaf-1,length-31,width-35.png,0,0,2
a§VSGARO1-1-0§Q§534,leaf-1,length-47,width-39.png,2,4,4
c§JARI1-1-80§Q§175,leaf-1,length-61,width-61.png,3,0,2
d§MSMID1-1-20§Q§388,leaf-1,length-32,width-30.png,1,1,0
b§JBCHY1-1-50§Q§242,leaf-1,length-55,width-50.png,0,0,0
b§CBMCK1-1-0§N§38,leaf-2,length-43,width-44.png,0,0,0
c§VRPET2-3-20§Q§523,leaf-2,length-36,width-27.png,0,0,1
e§JARI1-1-80§Q§189,leaf-1,length-68,width-67.png,2,0,0
b§VRCAN-1-40§Q§482,leaf-1,length-64,width-69.png,0,0,0
b§MAVBEL2-1-20§N§313,leaf-1,length-37,width-40.png,1,0,1
d§JARI1-1-80§Q§180,leaf-2,length-54,width-51.png,0,0,0
e§JBBLB2-1-20§Q§217,leaf-2,length-61,width-65.png,0,0,1
d§VSGARO1-1-0§Q§541,leaf-2,length-69,width-69.png,0,0,0
d§SMAKC1-B§N§443,leaf-2,length-55,width-57.png,7,0,1
e§MAVELK-1-20§N§i130,leaf-2,length-63,width-69.png,4,0,0
c§JBBLB2-1-20§Q§207,leaf-1,length-39,width-39.png,0,0,0
a§PDVRT1-20§Q§398,leaf-2,length-48,width-46.png,0,1,2
b§CRSOSO-3-40§Q§77,leaf-2,length-64,width-70.png,1,0,0
b§VRPET2-3-20§Q§515,leaf-1,length-39,width-35.png,1,0,0
d§SMITH1-20§Q§472,leaf-2,length-70,width-65.png,0,0,1
a§CWRIC2-X2§Q§82,leaf-1,length-31,width-35.png,0,0,1
b§JBBLB2-1-20§Q§203,leaf-1,length-39,width-35.png,0,0,0
e§PDVRT1-20§Q§415,leaf-2,length-49,width-55.png,2,1,6
a§SMITH1-20§Q§456,leaf-1,length-53,width-52.png,1,0,0
c§EFCC2-4-80§Q§149,leaf-3,length-59,width-65.png,6,20,0
d§DVGM-20§Q§125,leaf-2,length-72,width-75.png,5,0,1
d§MHBUR1-4-20§Q§350,leaf-1,length-39,width-44.png,0,0,0
b§CWRIC2-X2§Q§85,leaf-1,length-38,width-35.png,0,0,0
c§WSSWM3-1-0§Q§563,leaf-1,length-49,width-47.png,3,0,3
c§SMITH1-20§Q§468,leaf-2,length- 79,width-82.png,6,0,3
e§JARI1-1-80§Q§190,leaf-2,length-83,width-74.png,6,0,0
d§EFCC2-4-80§Q§155,leaf-1,length-64,width-54.png,0,0,0
b§MHBUR1-4-20§Q§347,leaf-1,length-33,width-33.png,1,0,0
c§KVEDG1-1-80§Q§285,leaf-2,length-77,width-74.png,0,0,2
e§JBCHY1-1-50§Q§241,leaf-2,length-42,width-31.png,0,0,12
d§VSGARO1-1-0§Q§538,leaf-1,length-46,width-36.png,0,0,1
a§WSSWM3-1-0§Q§554,leaf-1,length-40,width-40.png,0,0,1
b§SMITH1-20§Q§460,leaf-2,length-51,width-50.png,3,5,1
c§MHBUR1-4-20§Q§336,leaf-1,length-32,width-31.png,9,0,0
d§SMITH1-20§Q§474,leaf-2,length-68,width-72.png,0,0,3
d§SMITH1-20§Q§473,leaf-1,length-48,width-46.png,0,0,0
c§MAVBEL2-1-20§N§318,leaf-1,length-31,width-24.png,4,0,20
a§SMITH1-1-0§Q§i153,leaf-2,length-78,width-82.png,8,0,0
b§VRPET2-3-20§Q§511,leaf-2,length-54,width-56.png,0,0,0
b§NSLJU1-4-0§V§i140,leaf-2,length-72,width-77.png,0,0,0
a|CWRIC2-X2|Q|80,leaf-1,length-58,width-55.png,0,0,0
c§KVEDG1-1-80§Q§289,leaf-2,length-66,width-65.png,0,0,0
c§JBCHY1-1-50§Q§229,leaf-2,length-56,width-53.png,4,0,0
b§MHNAT1-2-0§Q§358,leaf-2,length-70,width-65.png,3,0,0
e§WSSWM3-1-0§Q§572,leaf-2,length-64,width-68.png,28,0,0
e§KVEDG1-1-80§Q§299,leaf-2,length-61,width-73.png,0,0,0
d§VRCAN-1-40§Q§500,leaf-3,length-74,width-70.png,13,0,0
e§CRSOSO-3-40§Q§53,leaf-2,length-45,width-54.png,0,38,0
d§SMITH1-20§Q§471,leaf-2,length-73,width-61.png,2,0,4
e§JWBOY-2-80§Q§267,leaf-1,length-69,width-69.png,0,0,1
e§PDVRT1-20§Q§418,leaf-2,length-57,width-70.png,7,0,0
e§MAVBEL2-1-20§N§330,leaf-2,length-62,width-67.png,3,0,0
a§NSLJU1-4-0§V§i138,leaf-2,length-72,width-76.png,0,0,0
b§PDVRT1-20§Q§408,leaf-1,length-49,width-53.png,0,0,0
d§BWPEM1-9-0§Q§26,leaf-1,length-43,width-31.png,0,0,0
a§VRCAN-1-40§Q§489,leaf-1,length-44,width-28.png,0,0,0
c§JBCHY1-1-50§Q§225,leaf-2,length-41,width-44.png,0,0,0
c§MHBUR1-4-20§Q§341,leaf-1,length-43,width-42.png,1,0,0
a§SMITH1-20§Q§456,leaf-2,length-52,width-51.png,4,0,0
b§WSSWM3-3-80§V§i161,leaf-2,length-52,width-59.png,2,2,0
c§VRPET2-3-20§Q§522,leaf-2,length-67,width-71.png,2,0,0
a§MAVBEL2-1-20§N§304,leaf-1,length-45,width-50.png,1,0,0
b§MHBUR1-4-20§Q§354,leaf-2,length-50,width-58.png,0,0,0
a§MSMID1-1-20§Q§366,leaf-1,length-40,width-36.png,0,0,0
b§WSSWM3-1-0§Q§561,leaf-1,length-38,width-31.png,1,0,0
a§PDVRT1-20§Q§398,leaf-1,length-33,width-30.png,0,0,1
a§SMITH1-20§Q§454,leaf-1,length-45,width-53.png,0,0,0
e§WSSWM3-3-80§V§i163,leaf-4,length-63,width-65.png,4,0,0
d§CBMCK1-2-80§N§i109,leaf-2,length-79,width-69.png,8,0,0
b§KVEDG1-1-80§Q§278,leaf-1,length-43,width-44.png,0,0,0
e§BWPEM1-9-0§Q§29,leaf-1,length-56,width-46.png,0,0,0
e§MHNAT1-2-0§Q§363,leaf-2,length-62,width-60.png,4,1,3
d§KVEDG1-1-80§Q§296,leaf-1,length-31,width-33.png,0,0,1
a§VRPET2-3-20§Q§508,leaf-1,length-52,width-52.png,0,0,1
a§CRSOSO-3-40§Q§58,leaf-2,length-48,width-56.png,3,0,0
d|NSRIB1-2-40|V|i144,leaf-1,length-48,width-44.png,0,0,0
d§CWRIC2-X2§Q§98,leaf-2,length-70,width-75.png,8,0,0
a§JARI1-1-80§Q§163,leaf-2,length- 48,width-40.png,1,1,0
b§DVGM-20§Q§112,leaf-2,length-62,width-63.png,4,0,1
c§CWRIC2-X2§Q§93,leaf-2,length-30,width-35.png,0,0,0
a§MAVBEL2-1-20§N§306,leaf-2,length-50,width-49.png,1,0,0
e§VSGARO1-1-0§Q§546,leaf-1,length-40,width-45.png,0,0,10
d§MAVBEL2-1-20§N§323,leaf-2,length-58,width-64.png,0,0,0
b§MHNAT1-2-0§Q§364,leaf-2,length-35,width-36.png,0,0,1
e§BWPEM1-9-0§Q§33,leaf-2,length-75,width-75.png,2,1,2
c§JBBLB2-1-20§Q§210,leaf-1,length-41,width-41.png,0,0,0
e§WSSWM3-1-0§Q§574,leaf-2,length-75,width-74.png,0,0,1
b§PDVRT1-20§Q§408,leaf-2,length-63,width-75.png,0,0,2
d§SMITH1-20§Q§474,leaf-1,length-42,width-41.png,0,0,0
d§LGESC1-3-60§V§i124,leaf-2,length-66,width-69.png,0,2,0
a§KVEDG1-1-80§Q§273,leaf-2,length-69,width-69.png,5,6,1
c§MHBUR1-4-20§Q§341,leaf-2,length-39,width-43.png,4,0,2
e§WSSWM3-1-0§Q§576,leaf-2,length-80,width-69.png,6,0,0
d§VRCAN-1-40§Q§500,leaf-1,length-65,width-69.png,6,0,1
d§SMAKC1-B§N§445,leaf-2,length-61,width-65.png,1,0,1
d§JWBOY-2-80§Q§261,leaf-2,length-78,width-80.png,5,0,0
d§CBMCK1-3-60§N§i115,leaf-2,length-42,width-36.png,1,0,0
a§VRPET2-3-20§Q§507,leaf-1,length-56,width-59.png,0,0,0
d§CRSOSO-3-40§Q§64,leaf-2,length-59,width-62.png,6,0,0
b|JBBLB2-1-20|Q|204,leaf-2,length-68,width-60.png,6,2,0
e§JWBOY-2-80§Q§269,leaf-2,length-69,width-68.png,10,2,1
c§MHBUR1-4-20§Q§335,leaf-1,length-52,width-53.png,3,0,0
b§MHNAT1-2-0§Q§358,leaf-1,length-41,width-39.png,0,0,3
e§EFCC2-4-80§Q§157,leaf-2,length-57,width-67.png,4,0,3
d|CBMCK1-1-0|N|46,leaf-1,length-46,width-41.png,3,0,0
a§WSSWM3-1-0§Q§554,leaf-2,length-30,width-32.png,0,0,1
a§MHBUR1-4-20§Q§337,leaf-1,length-50,width-53.png,3,0,1
e§KVEDG1-1-80§Q§302,leaf-1,length-59,width-60.png,0,0,2
b§CRSOSO-3-40§Q§77,leaf-1,length-32,width-30.png,0,0,0
a§JARI1-1-80§Q§158,leaf-1,length-54,width-53.png,0,1,0
d§JWBOY-2-80§Q§258,leaf-1,length-51,width-58.png,8,0,6
a§SMITH1-20§Q§449,leaf-2,length-54,width-45.png,2,1,0
e§VSGARO1-1-0§Q§547,leaf-2,length-84,width-86.png,2,0,0
b§JBCHY1-1-50§Q§224,leaf-1,length-52,width-53.png,0,0,0
c§PDVRT1-20§Q§413,leaf-1,length-37,width-30.png,0,0,3
a§VRCAN-1-40§Q§489,leaf-2,length-74,width-72.png,7,0,1
b§PDVRT1-20§Q§404,leaf-2,length-62,width-57.png,0,0,0
b§VRCAN-1-40§Q§488,leaf-2,length-63,width-62.png,5,1,18
b§NSLJU1-4-0§V§i140,leaf-1,length-41,width-24.png,0,0,4
b§SMAKC1-B§N§444,leaf-2,length-65,width-60.png,8,0,0
c§EFCC2-4-80§Q§147,leaf-1,length-38,width-31.png,0,0,0
e§VSGARO1-1-0§Q§544,leaf-1,length-48,width-40.png,2,0,0
b§CBMCK1-1-0§N§39,leaf-1,length-51,width-52.png,1,0,0
a§JARI1-1-80§Q§163,leaf-1,length-53,width-50.png,0,0,0
d§DVGM-20§Q§121,leaf-1,length-35,width-35.png,0,0,0
c§PDVRT1-20§Q§410,leaf-1,length-47,width-39.png,0,0,0
e§CRSOSO-3-40§Q§54,leaf-2,length-81,width-84.png,19,0,1
a§JBBLB2-1-20§Q§195,leaf-1,length-46,width-51.png,0,0,6
a§MAVELK-1-20§N§i127,leaf-2,length-57,width-60.png,0,0,0
d§EFCC2-4-80§Q§154,leaf-1,length-73,width-76.png,3,0,0
d§MSMID1-1-20§Q§396,leaf-1,length-64,width-63.png,4,0,0
c§JBCHY1-1-50§Q§243,leaf-1,length-61,width-60.png,5,0,0
b§EFCC2-4-80§Q§140,leaf-2,length-67,width-73.png,19,1,1
c§KVEDG1-1-80§Q§287,leaf-1,length-40,width-43.png,0,0,1
c§JBCHY1-1-50§Q§235,leaf-1,length-52,width-55.png,2,0,1
d§JWBOY-2-80§Q§255,leaf-1,length-59,width-63.png,4,0,1
c§JARI1-1-80§Q§173,leaf-1,length-61,width-49.png,0,0,0
d§KVEDG1-1-80§Q§294,leaf-1,length-39,width-36.png,3,0,0
b§SMAKC1-B§N§439,leaf-1,length-65,width-55.png,10,1,0
b§JARI1-1-80§Q§164,leaf-1,length-35,width-30.png,0,0,0
a§MAVBEL2-1-20§N§308,leaf-4,length-28,width-20.png,0,0,0
b§KVEDG1-1-80§Q§280,leaf-2,length-45,width-48.png,0,0,7
b§MHBUR1-4-20§Q§354,leaf-1,length-40,width-37.png,0,0,0
c§MAVBEL2-1-20§N§318,leaf-2,length-52,width-52.png,8,0,11
f§JBCHY1-1-50§Q§247,leaf-1,length-42,width-44.png,0,0,0
e§MHBUR1-4-20§Q§348,leaf-1,length-35,width-35.png,0,0,0
c§JBCHY1-1-50§Q§235,leaf-2,length-74,width-74.png,9,0,1
a§VSGARO1-1-0§Q§533,leaf-1,length-51,width-51.png,0,0,0
c§MHBUR1-4-20§Q§336,leaf-2,length-62,width-62.png,2,0,0
d§RULEB1-20§N§426,leaf-2,length-66,width-67.png,4,0,0
b§SMITH1-20§Q§460,leaf-1,length-32,width-33.png,0,0,0
b§JBBLB2-1-20§Q§206,leaf-1,length-72,width-64.png,0,0,0
d§JWBOY-2-80§Q§254,leaf-2,length-63,width-70.png,0,0,0
c§JWBOY-2-80§Q§252,leaf-2,length-70,width-66.png,0,0,2
d§CRSOSO-3-40§Q§62,leaf-2,length-64,width-65.png,2,0,13
e§VSGARO1-1-0§Q§545,leaf-2,length-64,width-66.png,7,0,2
d§MHBUR1-4-20§Q§355,leaf-1,length-42,width-38.png,0,0,0
a§PDVRT1-20§Q§401,leaf-1,length-51,width-50.png,0,1,3
a§VRPET2-3-20§Q§507,leaf-2,length-74,width-72.png,5,0,0
a§MAVBEL2-1-20§N§309,leaf-2,length-47,width-46.png,10,0,0
b§VRPET2-3-20§Q§509,leaf-2,length-36,width-44.png,0,0,0
c§VRPET2-3-20§Q§518,leaf-1,length-54,width-54.png,0,0,0
b§CWRIC2-X2§Q§85,leaf-4,length-57,width-52.png,4,0,0
c§SEBRN-1-20§N§i148,leaf-1,length-45,width-33.png,0,1,0
d§MAVBEL2-1-20§N§321,leaf-3,length-22,width-24.png,0,0,0
a§SEBRN-1-20§N§i147,leaf-2,length-76,width-71.png,3,0,0
b§VRPET2-3-20§Q§510,leaf-2,length-66,width-65.png,3,12,3
d§CRSOSO-3-40§Q§66,leaf-1,length-50,width-58.png,0,4,18
e§CRSOSO-3-40§Q§51,leaf-1,length-47,width-41.png,0,0,0
b§VRPET2-3-20§Q§510,leaf-1,length-47,width-44.png,0,0,0
d§VRPET2-3-20§Q§528,leaf-1,length-49,width-51.png,0,1,1
b§MHBUR1-4-20§Q§343,leaf-2,length-36,width-40.png,1,2,6
c§EFCC2-4-80§Q§148,leaf-1,length-67,width-68.png,12,1,0
b§MAVBEL2-1-20§N§315,leaf-2,length-56,width-61.png,1,0,0
b§DVGM-20§Q§114,leaf-2,length-87,width-84.png,3,0,0
a§CRSOSO-3-40§Q§55,leaf-1,length-55,width-55.png,0,0,0
c§EFCC2-4-80§Q§149,leaf-1,length-31,width-39.png,0,0,0
d§MSMID1-1-20§Q§392,leaf-1,length-54,width-56.png,1,0,3
d§MBSGF1-X1§N§i136,leaf-2,length-63,width-65.png,0,0,1
c§EFCC2-4-80§Q§152,leaf-1,length-57,width-48.png,1,0,0
d§VRPET2-3-20§Q§530,leaf-1,length-47,width-49.png,0,1,0
a§CBMCK1-1-0§N§34,leaf-2,length-67,width-59.png,13,2,0
a§DVGM-20§Q§102,leaf-1,length-50,width-45.png,0,0,1
a§PDVRT1-20§Q§399,leaf-1,length-49,width-47.png,0,0,0
e§JBBLB2-1-20§Q§219,leaf-2,length-57,width-67.png,0,1,0
a§WSSWM3-1-0§Q§555,leaf-2,length-67,width-67.png,3,0,0
b§KVEDG1-1-80§Q§279,leaf-1,length-32,width-34.png,0,0,0
b§MBSGF1-X1§N§i134,leaf-1,length-47,width-48.png,1,0,0
b§MHNAT1-2-0§Q§359,leaf-2,length-51,width-54.png,10,0,0
c§JARI1-1-80§Q§175,leaf-2,length-68,width-69.png,0,0,0
e§VSGARO1-1-0§Q§544,leaf-2,length-42,width-33.png,6,1,0
c§JBCHY1-1-50§Q§243,leaf-2,length-67,width-67.png,2,0,0
e§DVGM-20§Q§130,leaf-2,length-53,width-54.png,3,0,1
c§PDVRT1-20§Q§409,leaf-2,length-36,width-28.png,0,0,0
b§CRSOSO-3-40§Q§78,leaf-1,length-48,width-43.png,0,0,0
e§KVEDG1-1-80§Q§303,leaf-2,length-70,width-67.png,6,1,0
c§MHBUR1-4-20§Q§344,leaf-2,length-67,width-71.png,2,0,0
a§PDVRT1-20§Q§402,leaf-1,length-39,width-39.png,0,1,6
e§WSSWM3-1-0§Q§575,leaf-2,length-69,width-69.png,5,7,0
e§WSSWM3-1-0§Q§574,leaf-1,length-54,width-47.png,0,0,0
c§KVEDG1-1-80§Q§287,leaf-2,length-73,width-66.png,0,1,0
a§JWBOY-2-80§Q§257,leaf-1,length-50,width-49.png,0,0,0
b§MSMID1-1-20§Q§600,leaf-1,length-53,width-52.png,4,0,0
b§KVEDG1-1-80§Q§278,leaf-2,length-64,width-64.png,2,2,1
c§MHBUR1-4-20§Q§352,leaf-2,length-63,width-68.png,5,1,1
d§VRCAN-1-40§Q§502,leaf-3,length-62,width-63.png,5,0,0
d§SEBRN-1-20§N§i150,leaf-1,length-35,width-32.png,0,0,1
b§VRCAN-1-40§Q§488,leaf-1,length-50,width-50.png,0,0,3
e§DVGM-20§Q§129,leaf-1,length-52,width-51.png,0,1,2
d§VRPET2-3-20§Q§526,leaf-1,length-42,width-42.png,0,0,0
e§DVGM-20§Q§129,leaf-2,length-57,width-67.png,10,1,2
a§BWPEM1-9-0§Q§2,leaf-1,length-52,width-48.png,5,0,1
a§DVGM-20§Q§104,leaf-1,length-48,width-45.png,2,1,0
a§VSGARO1-1-0§Q§531,leaf-1,length-36,width-25.png,0,1,0
a§MAVELK-1-20§N§i125,leaf-2,length-58,width-62.png,1,0,0
c§SMITH1-20§Q§470,leaf-2,length-55,width-49.png,0,0,0
e§JARI1-1-80§Q§190,leaf-1,length-50,width-47.png,0,0,0
d§NSLJU1-4-0§V§i142,leaf-2,length-78,width-94.png,0,0,0
a§WSSWM3-1-0§Q§555,leaf-1,length-51,width-49.png,0,0,0
e§VRCAN-1-40§Q§504,leaf-1,length-46,width-42.png,0,0,0
d§VRPET2-3-20§Q§529,leaf-2,length-53,width-59.png,3,0,0
f§JBCHY1-1-50§Q§249,leaf-1,length-42,width-36.png,0,0,0
b§PDVRT1-20§Q§407,leaf-2,length-63,width-65.png,1,0,3
b§VRCAN-1-40§Q§487,leaf-1,length-47,width-49.png,4,0,1
e§JWBOY-2-80§Q§265,leaf-1,length-41,width-38.png,0,0,0
e§SMITH1-1-0§Q§i159,leaf-1,length-31,width-35.png,0,0,0
e§JARI1-1-80§Q§187,leaf-1,length-69,width-63.png,1,0,0
b§RULEB1-20§N§423,leaf-1,length-42,width-38.png,0,0,0
c§MHBUR1-4-20§Q§352,leaf-1,length-54,width-57.png,4,0,0
c§MAVELK-1-20§N§i129,leaf-1,length-34,width-28.png,0,0,0
b§DVGM-20§Q§112,leaf-1,length-44,width-47.png,1,0,4
b|WSSWM3-1-0|?|?,leaf-2,length-67,width-65.png,0,0,1
b§JBCHY1-1-50§Q§228,leaf-2,length-70,width-66.png,5,0,0
a§JBBLB2-1-20§Q§195,leaf-2,length-54,width-47.png,1,0,0
b§WSSWM3-1-0§Q§560,leaf-1,length-61,width-46.png,0,0,0
d§SMAKC1-B§N§442,leaf-2,length-56,width-63.png,0,0,1
a§CRSOSO-3-40§Q§56,leaf-1,length-47,width-48.png,10,1,8
b§CRSOSO-3-40§Q§75,leaf-1,length-63,width-52.png,0,0,0
b§VRCAN-1-40§Q§483,leaf-1,length-29,width-27.png,0,0,0
a§CWRIC2-X2§Q§81,leaf-1,length-51,width-51.png,1,0,0
a§DVGM-20§Q§109,leaf-1,length-46,width-51.png,0,0,0
d§MBSGF1-X1§N§i136,leaf-1,length-55,width-49.png,10,0,0
e§JWBOY-2-80§Q§268,leaf-2,length-72,width-63.png,8,0,0
b§JARI1-1-80§Q§166,leaf-2,length-60,width-49.png,0,0,0
d§SMITH1-20§Q§473,leaf-2,length-55,width-61.png,2,0,1
c§JBCHY1-1-50§Q§231,leaf-2,length-54,width-58.png,2,0,0
e§BWPEM1-9-0§Q§31,leaf-2,length- 83,width-80.png,8,0,0
b§DVGM-20§Q§114,leaf-1,length-48,width-40.png,0,0,0
c§VRPET2-3-20§Q§519,leaf-2,length-31,width-26.png,0,0,0
c§JBBLB2-1-20§Q§210,leaf-2,length-53,width-54.png,0,0,0
d§MSMID1-1-20§Q§388,leaf-2,length-54,width-71.png,6,1,1
c§JBCHY1-1-50§Q§225,leaf-1,length-31,width-27.png,0,0,0
d§DVGM-20§Q§125,leaf-1,length-59,width-50.png,0,0,0
f§JBCHY1-1-50§Q§247,leaf-2,length-63,width-63.png,3,0,0
d§CBMCK1-3-60§N§i114,leaf-2,length-62,width-59.png,1,0,0
 a§WSSWM3-1-0§Q§556,leaf-1,length-62,width-57.png,0,0,0
e§BWPEM1-9-0§Q§29,leaf-2,length-61,width-43.png,1,0,0
b§MAVBEL2-1-20§N§310,leaf-1,length-33,width-26.png,0,0,1
c§MHBUR1-4-20§Q§335,leaf-2,length-67,width-70.png,3,0,0
e§VRCAN-1-40§Q§503,leaf-2,length-54,width-56.png,5,0,0
b§BWPEM1-9-0§Q§7,leaf-2,length-64,width-66.png,0,0,0
a§DVGM-20§Q§104,leaf-2,length-49,width-51.png,3,0,1
c§KVEDG1-1-80§Q§293,leaf-1,length-32,width-31.png,0,0,1
c§MAVBEL2-1-20§N§317,leaf-2,length-57,width-64.png,0,0,1
d§VSGARO1-1-0§Q§541,leaf-1,length-52,width-40.png,0,0,0
c§CWRIC2-X2§Q§95,leaf-2,length-66,width-62.png,0,1,1
c§VSGARO1-1-0§Q§535,leaf-1,length-44,width-45.png,3,1,0
a§DVGM-20§Q§108,leaf-1,length-40,width-36.png,0,0,0
d§CRSOSO-3-40§Q§61,leaf-2,length-55,width-52.png,4,0,0
a§SMITH1-20§Q§455,leaf-1,length-32,width-32.png,1,0,1
d§VRPET2-3-20§Q§527,leaf-2,length-58,width-58.png,3,2,0
d§VSGARO1-1-0§Q§539,leaf-1,length-79,width-70.png,0,0,0
b§JARI1-1-80§Q§165,leaf-2,length-71,width-66.png,0,0,0
c§MHBUR1-4-20§Q§349,leaf-1,length-45,width-37.png,0,0,1
a§MAVBEL2-1-20§N§305,leaf-1,length-47,width-49.png,0,0,0
b§MHBUR1-4-20§Q§346,leaf-2,length-34,width-35.png,1,1,8
a§JARI1-1-80§Q§158,leaf-2,length-61,width-59.png,0,0,0
e§SMITH1-20§Q§475,leaf-2,length-85,width-89.png,4,0,1
d§CRSOSO-3-40§Q§61,leaf-1,length-40,width-42.png,1,1,0
b§VRCAN-1-40§Q§486,leaf-1,length-33,width-33.png,1,0,1
e§WSSWM3-1-0§Q§573,leaf-1,length-37,width-41.png,0,0,0
c§NSLJU1-4-0§V§i141,leaf-2,length-72,width-73.png,0,0,0
d§JARI1-1-80§Q§184,leaf-1,length-42,width-34.png,0,0,0
d§JBCHY1-1-50§Q§238,leaf-1,length-38,width-35.png,3,0,0
c§CBMCK1-1-0§N§41,leaf-1,length-43,width-34.png,0,0,0
d§SMAKC1-B§N§443,leaf-1,length-31,width-30.png,0,0,0
c§JARI1-1-80§Q§177,leaf-4,length-69,width-72.png,8,0,0
a§CBMCK1-1-0§N§35,leaf-1,length-46,width-27.png,0,0,0
e§JWBOY-2-80§Q§271,leaf-1,length-60,width-60.png,1,3,2
d§JBBLB2-1-20§Q§201,leaf-1,length-58,width-54.png,0,0,0
c§KVEDG1-1-80§Q§283,leaf-2,length-71,width-76.png,7,0,0
e§CRSOSO-3-40§Q§51,leaf-2,length-71,width-68.png,19,0,0
c§EFCC2-4-80§Q§147,leaf-2,length-67,width-54.png,0,2,0
c§SMITH1-20§Q§466,leaf-1,length-38,width-33.png,0,0,0
c§JARI1-1-80§Q§177,leaf-1,length-64,width-60.png,0,2,0
e|JBCHY1-1-50|?|?,leaf-1,length-55,width-52.png,0,0,1
a§VRPET2-3-20§Q§508,leaf-2,length-60,width-65.png,5,0,0
c§EFCC2-4-80§Q§151,leaf-1,length-71,width-61.png,0,0,0
d§JWBOY-2-80§Q§260,leaf-2,length-62,width-67.png,1,0,1